title,type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,cluster,name
Dino Dan,SHOW,2009,25,4.0,7.5,96.0,9.235,5.0,CA,1,family,-1,dino dan
The Deep,SHOW,2010,57,1.0,5.6,1395.0,5.012,5.7,GB,1,action,20,the deep
One on One,SHOW,2001,20,5.0,7.0,2303.0,5.453,7.9,US,1,comedy,1,one on one
Rain Shadow,SHOW,2007,53,1.0,7.6,261.0,0.622,8.0,AU,1,drama,11,rain shadow
Strange Love,SHOW,2005,28,1.0,2.4,145.0,0.818,1.0,US,1,reality,19,strange love
Inspector De Luca,SHOW,2008,107,1.0,7.4,273.0,1.4,8.7,IT,1,drama,46,inspector de luca
Snobs,SHOW,2003,23,1.0,7.1,231.0,1.894,8.0,AU,1,drama,11,snobs
Jacob Two-Two,SHOW,2003,24,5.0,6.9,685.0,7.922,7.5,CA,1,comedy,18,jacob two-two
Horrid Henry,SHOW,2006,12,5.0,6.3,912.0,2.273,7.5,GB,1,comedy,0,horrid henry
Celebrity Paranormal Project,SHOW,2006,44,1.0,6.1,184.0,1.297,10.0,US,1,reality,19,celebrity paranormal project
Girl/Girl Scene,SHOW,2010,40,3.0,5.4,345.0,1.87,3.9,US,1,drama,10,girl/girl scene
Hitler's bodyguard,SHOW,2010,47,1.0,7.6,321.0,2.45,6.4,GB,1,documentation,41,hitler's bodyguard
The Life and Times of Juniper Lee,SHOW,2005,22,3.0,6.6,2824.0,5.906,5.8,US,1,scifi,2,the life and times of juniper lee
Supa Strikas,SHOW,2009,22,7.0,7.3,302.0,5.427,6.0,ZA,1,animation,-1,supa strikas
Crime Investigation Australia,SHOW,2005,54,5.0,8.0,143.0,1.504,8.5,AU,1,documentation,-1,crime investigation australia
Mega Disasters,SHOW,2006,47,3.0,7.6,121.0,1.522,8.5,US,1,documentation,26,mega disasters
Honey and Clover,SHOW,2005,23,3.0,7.8,1227.0,12.509,7.5,JP,1,animation,6,honey and clover
Meadowlands,SHOW,2007,48,1.0,6.9,1194.0,6.609,6.3,US,1,drama,10,meadowlands
Kid vs. Kat,SHOW,2008,24,3.0,6.0,3244.0,25.957,8.0,CA,2,scifi,5,kid vs. kat
Edwardian Farm,SHOW,2010,59,1.0,8.8,473.0,1.801,9.5,GB,1,reality,14,edwardian farm
Half & Half,SHOW,2002,21,4.0,7.0,1827.0,5.019,8.1,US,1,comedy,1,half & half
Horseland,SHOW,2006,22,3.0,5.6,365.0,3.697,8.3,US,1,animation,22,horseland
Everything's Rosie,SHOW,2010,11,4.0,6.7,55.0,1.198,10.0,GB,1,family,-1,everything's rosie
Timmy Time,SHOW,2009,14,3.0,6.9,1083.0,17.668,6.6,GB,1,comedy,0,timmy time
"Glenn Martin, DDS",SHOW,2009,22,2.0,4.3,1052.0,8.989,7.4,US,2,comedy,1,"glenn martin, dds"
Mister Maker,SHOW,2007,19,4.0,6.3,21.0,2.398,6.3,GB,1,family,-1,mister maker
"Sandra, The Fairytale Detective",SHOW,2009,14,1.0,8.2,47.0,1.056,8.3,ES,1,animation,-1,"sandra, the fairytale detective"
Amnesia,SHOW,2004,73,1.0,7.0,608.0,1.728,7.5,GB,1,drama,29,amnesia
Simon’s Cat,SHOW,2008,2,14.0,8.1,617.0,2.746,8.4,GB,1,animation,4,simon’s cat
Pajanimals,SHOW,2008,13,3.0,6.7,100.0,1.441,10.0,IE,1,family,-1,pajanimals
Clifford's Puppy Days,SHOW,2003,27,2.0,6.4,316.0,3.913,7.2,US,1,animation,22,clifford's puppy days
The Border,SHOW,2008,46,3.0,7.0,859.0,6.061,6.8,CA,1,action,30,the border
Il commissario Manara,SHOW,2009,52,2.0,6.5,184.0,2.712,8.0,IT,1,crime,-1,il commissario manara
Tayo the Little Bus,SHOW,2010,11,6.0,5.2,156.0,6.172,6.3,KR,1,animation,-1,tayo the little bus
Rubbadubbers,SHOW,2003,10,4.0,6.5,239.0,4.136,7.5,GB,1,animation,4,rubbadubbers
Primal Grill with Steven Raichlen,SHOW,2009,28,3.0,8.0,33.0,1.4,10.0,US,1,reality,19,primal grill with steven raichlen
Postcards from Buster,SHOW,2004,27,3.0,5.7,197.0,4.987,8.4,US,2,animation,22,postcards from buster
He Who Can't Marry,SHOW,2006,47,2.0,8.0,859.0,6.501,8.1,JP,1,drama,7,he who can't marry
The Invisibles,SHOW,2008,59,1.0,7.1,218.0,1.96,10.0,GB,1,comedy,0,the invisibles
Amazing Detective Di Renjie,SHOW,2004,45,5.0,8.0,82.0,27.245,9.8,CN,1,drama,31,amazing detective di renjie
The Future Is Wild,SHOW,2007,22,1.0,7.3,99.0,1.4,10.0,CA,2,scifi,5,the future is wild
Pet Alien,SHOW,2005,26,2.0,4.7,184.0,3.275,3.6,US,1,comedy,1,pet alien
The Nativity,SHOW,2010,30,1.0,7.6,306.0,2.974,9.3,CA,2,drama,15,the nativity
Being Ian,SHOW,2005,24,4.0,6.4,378.0,2.391,7.3,CA,1,animation,9,being ian
My Dad the Rock Star,SHOW,2003,24,2.0,5.1,404.0,2.96,5.5,US,3,animation,22,my dad the rock star
UFO Ultramaiden Valkyrie,SHOW,2002,23,4.0,6.6,77.0,2.806,7.0,JP,1,scifi,8,ufo ultramaiden valkyrie
Da Kink in My Hair,SHOW,2007,22,2.0,4.7,329.0,1.96,1.0,CA,1,comedy,18,da kink in my hair
Paula's Home Cooking,SHOW,2002,22,12.0,6.0,133.0,2.225,10.0,US,1,reality,19,paula's home cooking
Cosmic Quantum Ray,SHOW,2010,22,1.0,5.6,44.0,3.408,10.0,FR,3,action,-1,cosmic quantum ray
La omicidi,SHOW,2004,94,1.0,5.8,52.0,0.782,8.0,IT,1,crime,-1,la omicidi
Paula's Best Dishes,SHOW,2002,28,14.0,5.7,65.0,0.6,6.0,US,1,reality,19,paula's best dishes
Bali,SHOW,2006,17,1.0,6.4,25.0,2.043,8.0,FR,1,animation,12,bali
Di-Gata Defenders,SHOW,2006,24,2.0,7.1,159.0,1.608,8.0,CA,1,scifi,5,di-gata defenders
Line of Duty,SHOW,2012,60,6.0,8.7,55784.0,52.202,8.2,GB,1,crime,38,line of duty
Suits,SHOW,2011,44,9.0,8.5,395600.0,356.533,8.1,US,1,drama,10,suits
American Horror Story,SHOW,2011,45,10.0,8.0,304893.0,149.195,8.1,US,1,scifi,2,american horror story
Workaholics,SHOW,2011,22,7.0,8.1,50740.0,22.704,7.4,US,1,comedy,1,workaholics
Teen Wolf,SHOW,2011,42,6.0,7.7,142717.0,233.468,8.6,US,1,scifi,2,teen wolf
Grimm,SHOW,2011,47,6.0,7.8,117296.0,129.219,8.2,US,1,drama,10,grimm
Daniel Tiger's Neighborhood,SHOW,2012,20,5.0,7.5,1150.0,10.179,6.1,US,1,fantasy,-1,daniel tiger's neighborhood
Friday Night Dinner,SHOW,2011,24,6.0,8.2,17634.0,11.458,8.2,GB,1,comedy,0,friday night dinner
Psycho-Pass,SHOW,2012,27,4.0,8.2,18061.0,36.48,7.8,JP,1,scifi,8,psycho-pass
Catfish: The TV Show,SHOW,2012,41,9.0,7.1,8186.0,30.93,7.1,US,1,reality,19,catfish: the tv show
Wild Kratts,SHOW,2011,26,6.0,7.7,1596.0,22.407,7.0,US,2,comedy,1,wild kratts
Magic City,SHOW,2012,52,2.0,7.7,12605.0,11.947,6.8,US,1,drama,10,magic city
Primeval: New World,SHOW,2012,45,1.0,6.5,4565.0,13.861,6.6,CA,2,action,30,primeval: new world
The Paradise,SHOW,2012,61,2.0,7.8,11530.0,10.485,7.4,GB,1,drama,29,the paradise
Bubble Guppies,SHOW,2011,24,6.0,6.3,1521.0,17.015,8.0,US,1,comedy,1,bubble guppies
Ninjago: Masters of Spinjitzu,SHOW,2012,17,15.0,7.2,4519.0,60.536,7.8,DK,2,scifi,-1,ninjago: masters of spinjitzu
Moone Boy,SHOW,2012,22,3.0,8.1,6098.0,5.21,7.4,GB,1,comedy,0,moone boy
Mr. D,SHOW,2012,21,8.0,2.3,15.0,3.287,8.1,CA,1,comedy,18,mr. d
The Secret of Crickley Hall,SHOW,2012,58,1.0,6.8,3028.0,5.383,7.3,GB,1,drama,29,the secret of crickley hall
Fresh Meat,SHOW,2011,40,4.0,7.9,17448.0,13.527,7.2,GB,1,comedy,0,fresh meat
Injustice,SHOW,2011,47,1.0,7.3,1870.0,5.995,7.0,GB,1,crime,38,injustice
Public Enemies,SHOW,2012,60,1.0,7.0,708.0,1.634,7.5,GB,1,drama,29,public enemies
Gadget Man,SHOW,2012,24,4.0,7.5,801.0,5.928,7.8,GB,1,documentation,41,gadget man
Comic Book Men,SHOW,2012,23,7.0,7.6,5377.0,11.979,6.8,US,1,reality,19,comic book men
24 Hours in A&E,SHOW,2011,47,26.0,8.1,403.0,17.768,5.5,GB,1,documentation,41,24 hours in a&e
Fake or Fortune?,SHOW,2011,58,9.0,8.6,557.0,5.66,8.6,GB,1,documentation,41,fake or fortune?
Love & Hip Hop Atlanta,SHOW,2012,41,10.0,5.3,795.0,8.427,6.4,US,1,reality,19,love & hip hop atlanta
Arctic Air,SHOW,2012,44,3.0,6.8,1039.0,7.083,7.5,CA,1,drama,15,arctic air
Sinbad,SHOW,2012,44,2.0,8.2,31.0,6.048,5.5,GB,1,action,20,sinbad
Wild Boys,SHOW,2011,42,1.0,6.9,465.0,5.1,7.3,AU,1,western,-1,wild boys
Secret State,SHOW,2012,44,1.0,7.6,2452.0,7.75,7.1,GB,1,drama,29,secret state
Threesome,SHOW,2011,24,2.0,7.5,1360.0,6.788,7.4,GB,1,comedy,0,threesome
Hunderby,SHOW,2012,30,2.0,7.3,1105.0,3.84,8.0,GB,1,comedy,0,hunderby
Gordon Behind Bars,SHOW,2012,47,1.0,7.3,409.0,3.478,6.1,GB,1,reality,14,gordon behind bars
Inside Men,SHOW,2012,55,1.0,7.3,2594.0,7.031,6.8,GB,1,drama,29,inside men
Fugget About It,SHOW,2012,22,3.0,6.8,1199.0,5.545,8.3,CA,1,comedy,18,fugget about it
Yu-Gi-Oh! Zexal,SHOW,2011,22,6.0,5.0,900.0,21.874,6.9,JP,1,action,21,yu-gi-oh! zexal
Empresses in the Palace,SHOW,2011,45,1.0,8.4,1595.0,17.804,8.0,CN,1,drama,31,empresses in the palace
Khloé & Lamar,SHOW,2011,22,2.0,3.1,2030.0,2.596,7.2,US,1,reality,19,khloé & lamar
Shaun the Sheep Championsheeps,SHOW,2012,1,1.0,7.7,98.0,1.439,7.8,GB,1,comedy,0,shaun the sheep championsheeps
Love & Hip Hop New York,SHOW,2011,42,10.0,4.3,177.0,8.368,7.3,US,1,reality,19,love & hip hop new york
The Bleak Old Shop of Stuff,SHOW,2012,29,1.0,6.7,626.0,3.029,7.5,GB,1,comedy,0,the bleak old shop of stuff
Pramface,SHOW,2012,31,3.0,7.5,2527.0,6.624,7.4,GB,1,comedy,0,pramface
Shock and Awe: The Story of Electricity,SHOW,2011,58,1.0,8.5,505.0,2.032,8.4,GB,1,documentation,41,shock and awe: the story of electricity
Nazi Underworld,SHOW,2011,47,2.0,7.1,81.0,1.791,5.7,DE,1,documentation,-1,nazi underworld
Brave 10,SHOW,2012,23,1.0,6.5,387.0,6.649,7.9,JP,1,action,21,brave 10
Scaredy Squirrel,SHOW,2011,13,4.0,4.4,475.0,4.01,5.3,CA,1,comedy,18,scaredy squirrel
Mike the Knight,SHOW,2011,17,4.0,4.9,218.0,9.064,6.5,CA,1,action,30,mike the knight
Jelly Jamm,SHOW,2011,12,2.0,7.6,103.0,3.255,7.5,ES,2,animation,-1,jelly jamm
Bananas in Pyjamas,SHOW,2011,14,2.0,4.3,168.0,7.235,6.0,AU,1,animation,-1,bananas in pyjamas
World's Most Dangerous Roads,SHOW,2011,59,3.0,7.4,214.0,3.417,7.0,GB,1,reality,14,world's most dangerous roads
Detentionaire,SHOW,2011,22,4.0,8.2,377.0,2.943,9.0,CA,1,action,30,detentionaire
Crash Canyon,SHOW,2011,23,2.0,4.3,759.0,2.936,3.0,CA,1,comedy,18,crash canyon
American Guns,SHOW,2011,44,2.0,6.4,496.0,1.193,8.0,US,1,reality,19,american guns
99 Days with the Superstar,SHOW,2011,48,1.0,7.1,108.0,2.205,7.2,JP,1,romance,-1,99 days with the superstar
Dead Boss,SHOW,2012,32,1.0,6.4,600.0,3.321,6.3,GB,1,comedy,0,dead boss
Redakai Conquer the Kairu,SHOW,2011,21,2.0,5.3,232.0,10.775,8.5,FR,3,animation,12,redakai conquer the kairu
부릉! 부릉! 브루미즈,SHOW,2012,11,3.0,5.1,26.0,0.6,4.0,KR,1,animation,-1,부릉! 부릉! 브루미즈
The Liquidator,SHOW,2012,21,4.0,7.0,152.0,5.897,10.0,CA,1,reality,-1,the liquidator
OH NO! It's An Alien Invasion,SHOW,2012,23,2.0,2.6,171.0,1.4,6.0,CA,1,comedy,18,oh no! it's an alien invasion
Richard Hammond's Crash Course,SHOW,2012,42,2.0,7.6,148.0,1.479,6.3,GB,2,action,20,richard hammond's crash course
The Terror Routes,SHOW,2011,80,1.0,8.3,61.0,0.6,8.0,FR,1,documentation,-1,the terror routes
Vikings,SHOW,2013,45,6.0,8.5,508388.0,344.245,8.1,CA,1,action,30,vikings
Black Sails,SHOW,2014,56,4.0,8.2,102055.0,64.722,7.5,US,1,action,17,black sails
The Americans,SHOW,2013,48,6.0,8.4,96213.0,49.475,7.9,US,1,crime,16,the americans
The Fall,SHOW,2013,61,3.0,8.1,101747.0,38.847,7.7,IE,1,crime,-1,the fall
Endeavour,SHOW,2013,90,8.0,8.6,24610.0,80.444,8.2,GB,1,drama,29,endeavour
Ray Donovan,SHOW,2013,53,7.0,8.3,85387.0,36.596,7.5,US,1,drama,10,ray donovan
The White Queen,SHOW,2013,60,1.0,7.8,26382.0,18.709,7.2,GB,1,drama,29,the white queen
Detectorists,SHOW,2014,29,3.0,8.6,13641.0,11.717,8.4,GB,1,comedy,0,detectorists
The Missing,SHOW,2014,58,2.0,8.2,25769.0,21.862,7.1,GB,1,crime,38,the missing
Grantchester,SHOW,2014,52,7.0,7.9,13458.0,28.897,7.6,GB,1,drama,29,grantchester
Utopia,SHOW,2013,51,2.0,8.4,45874.0,30.354,8.0,GB,1,scifi,47,utopia
The Affair,SHOW,2014,59,5.0,7.9,44661.0,22.71,6.6,US,1,drama,10,the affair
The Tunnel,SHOW,2013,47,3.0,7.8,8990.0,12.029,7.7,GB,1,thriller,-1,the tunnel
The Bridge,SHOW,2013,43,2.0,7.6,19045.0,22.73,6.8,US,1,drama,10,the bridge
Blaze and the Monster Machines,SHOW,2014,22,6.0,5.5,816.0,26.675,5.9,US,1,animation,22,blaze and the monster machines
Da Vinci's Demons,SHOW,2013,54,3.0,7.9,76149.0,35.862,7.5,US,1,drama,10,da vinci's demons
Rogue,SHOW,2013,51,4.0,6.8,2803.0,20.83,7.4,CA,2,drama,15,rogue
The Village,SHOW,2013,59,2.0,7.7,2229.0,7.29,7.6,GB,1,drama,29,the village
The Musketeers,SHOW,2014,56,3.0,7.8,22080.0,22.752,6.9,GB,1,action,20,the musketeers
Hand of God,SHOW,2014,54,2.0,7.4,11382.0,10.637,7.0,US,1,drama,10,hand of god
Portrait Artist of the Year,SHOW,2013,44,8.0,8.4,255.0,4.532,8.0,GB,1,documentation,41,portrait artist of the year
Our Girl,SHOW,2014,57,5.0,7.7,4004.0,24.834,7.7,GB,1,war,44,our girl
Generation War,SHOW,2013,92,1.0,8.5,29082.0,16.506,8.0,DE,1,drama,45,generation war
Atlantis,SHOW,2013,45,2.0,5.8,27.0,27.427,6.6,GB,1,scifi,47,atlantis
Jo,SHOW,2013,46,1.0,6.5,1400.0,11.121,6.7,FR,1,action,-1,jo
Gracepoint,SHOW,2014,44,1.0,7.1,6219.0,10.138,6.7,US,1,crime,16,gracepoint
The Fosters,SHOW,2013,42,5.0,7.9,27588.0,51.604,7.6,US,1,drama,10,the fosters
The Great Train Robbery,SHOW,2013,91,1.0,7.3,4126.0,8.197,6.8,GB,1,drama,29,the great train robbery
Red Oaks,SHOW,2014,26,3.0,7.9,11488.0,11.05,7.5,US,1,comedy,1,red oaks
Mozart in the Jungle,SHOW,2014,28,4.0,8.1,24412.0,12.112,7.6,US,1,comedy,1,mozart in the jungle
Mayday,SHOW,2013,53,1.0,6.6,1490.0,4.493,6.1,GB,1,drama,29,mayday
Spies of Warsaw,SHOW,2013,45,1.0,6.8,2333.0,8.912,6.5,GB,1,drama,29,spies of warsaw
The Island with Bear Grylls,SHOW,2014,47,6.0,7.2,1276.0,7.561,6.6,GB,1,reality,14,the island with bear grylls
Big Dreams Small Spaces,SHOW,2014,57,3.0,8.1,331.0,1.565,7.2,GB,1,reality,14,big dreams small spaces
Prey,SHOW,2014,46,2.0,7.2,3194.0,7.003,6.9,GB,1,crime,38,prey
Transparent,SHOW,2014,29,5.0,7.8,22413.0,17.415,6.4,US,1,comedy,1,transparent
Odd Squad,SHOW,2014,23,3.0,7.2,1098.0,15.948,6.2,US,1,comedy,1,odd squad
The Next Step,SHOW,2013,24,7.0,5.9,1928.0,21.631,7.2,CA,1,drama,15,the next step
The Killer Speaks,SHOW,2013,43,2.0,7.4,303.0,1.197,7.9,US,1,documentation,26,the killer speaks
INXS : Never Tear Us Apart,SHOW,2014,90,1.0,7.7,1319.0,2.43,6.0,AU,1,drama,11,inxs : never tear us apart
The Mill,SHOW,2013,47,2.0,7.4,1091.0,6.687,6.8,GB,1,drama,29,the mill
Alpha House,SHOW,2013,27,2.0,7.5,4592.0,10.63,7.0,US,1,drama,10,alpha house
The Cat in the Hat Knows a Lot About That!,SHOW,2013,19,3.0,6.4,620.0,5.963,7.8,US,3,animation,22,the cat in the hat knows a lot about that!
Xiaolin Chronicles,SHOW,2013,35,1.0,6.8,1044.0,8.105,2.0,CA,1,scifi,5,xiaolin chronicles
My Love From Another Star,SHOW,2013,43,1.0,7.5,56.0,39.204,8.4,KR,1,scifi,43,my love from another star
The Smoke,SHOW,2014,43,1.0,7.0,976.0,5.022,8.0,GB,1,drama,29,the smoke
WPC 56,SHOW,2013,45,3.0,7.4,844.0,3.372,5.6,GB,1,drama,29,wpc 56
Super Wings!,SHOW,2014,12,10.0,5.9,324.0,55.596,8.2,KR,1,animation,-1,super wings!
Low Winter Sun,SHOW,2013,47,1.0,7.0,5845.0,8.991,6.0,US,1,drama,10,low winter sun
13 Nights of Elvira,SHOW,2014,89,1.0,7.8,272.0,1.12,6.0,US,1,comedy,1,13 nights of elvira
ANZAC Girls,SHOW,2014,61,1.0,7.9,1334.0,3.825,9.4,AU,1,war,-1,anzac girls
The Great Interior Design Challenge,SHOW,2014,57,4.0,7.3,488.0,0.716,7.0,GB,1,reality,14,the great interior design challenge
Survivor's Remorse,SHOW,2014,28,4.0,6.9,2390.0,5.529,7.4,US,1,drama,10,survivor's remorse
Great Canal Journeys,SHOW,2014,49,13.0,8.8,331.0,3.125,10.0,GB,1,documentation,41,great canal journeys
Fat Tony & Co,SHOW,2014,42,1.0,7.1,607.0,3.627,7.7,AU,1,crime,-1,fat tony & co
Peg + Cat,SHOW,2013,19,2.0,7.8,362.0,11.343,7.8,US,1,animation,22,peg + cat
Tumble Leaf,SHOW,2013,23,4.0,8.7,481.0,1.985,8.8,US,1,family,3,tumble leaf
Mind Games,SHOW,2014,43,1.0,6.3,1589.0,6.955,6.3,US,1,drama,10,mind games
From There to Here,SHOW,2014,53,1.0,7.1,535.0,3.807,5.7,GB,1,drama,29,from there to here
Witch’s Romance,SHOW,2014,61,1.0,7.4,455.0,7.353,8.6,KR,1,romance,-1,witch’s romance
Undeniable,SHOW,2014,46,1.0,6.5,989.0,4.093,6.2,GB,1,drama,29,undeniable
Storage Wars: Northern Treasures,SHOW,2013,24,2.0,5.3,285.0,0.744,4.0,CA,1,reality,-1,storage wars: northern treasures
Secrets of the Castle,SHOW,2014,57,1.0,8.6,308.0,1.563,10.0,GB,1,reality,14,secrets of the castle
Ekaterina,SHOW,2014,46,3.0,8.1,1437.0,12.157,8.7,RU,1,drama,-1,ekaterina
Love & Hip Hop Hollywood,SHOW,2014,41,6.0,4.9,396.0,6.052,7.2,US,1,reality,19,love & hip hop hollywood
Love and Marriage,SHOW,2013,45,1.0,6.5,192.0,0.6,6.0,GB,1,comedy,0,love and marriage
Tudor Monastery Farm,SHOW,2013,61,1.0,8.6,321.0,2.395,8.8,GB,1,reality,14,tudor monastery farm
Bluestone 42,SHOW,2013,28,3.0,7.9,2241.0,6.504,8.3,GB,1,war,44,bluestone 42
Yu-Gi-Oh! Arc-V,SHOW,2014,22,3.0,7.0,6.0,15.008,6.6,JP,1,scifi,8,yu-gi-oh! arc-v
LoliRock,SHOW,2014,21,4.0,7.3,448.0,6.423,9.2,FR,1,music,-1,lolirock
Betas,SHOW,2013,26,1.0,7.0,2880.0,5.651,6.5,US,1,comedy,1,betas
Ip Man,SHOW,2013,49,2.0,5.6,174.0,4.393,7.0,CN,1,action,25,ip man
The Secrets of Quantum Physics,SHOW,2014,60,1.0,8.2,480.0,2.843,7.0,GB,1,documentation,41,the secrets of quantum physics
Mischievous Kiss: Love in Tokyo,SHOW,2013,48,2.0,7.4,1290.0,13.444,7.7,JP,1,drama,7,mischievous kiss: love in tokyo
Marriage Boot Camp: Bridezillas,SHOW,2013,43,2.0,5.2,107.0,1.245,10.0,US,1,reality,19,marriage boot camp: bridezillas
Yukon Gold,SHOW,2013,43,5.0,5.9,644.0,3.743,5.3,CA,1,reality,-1,yukon gold
James May's Cars of the People,SHOW,2014,56,2.0,8.4,1025.0,3.555,8.5,GB,1,documentation,41,james may's cars of the people
Almost Royal,SHOW,2014,22,2.0,7.3,1042.0,1.379,7.2,GB,1,comedy,0,almost royal
Superheroes: A Never-Ending Battle,SHOW,2013,56,1.0,8.1,742.0,2.481,7.6,US,1,scifi,2,superheroes: a never-ending battle
Some Assembly Required,SHOW,2014,25,4.0,8.5,22.0,16.83,7.1,CA,1,comedy,18,some assembly required
Annedroids,SHOW,2014,23,4.0,6.4,364.0,3.734,8.7,CA,1,scifi,5,annedroids
A New Leaf,SHOW,2014,58,1.0,6.3,78.0,2.595,7.8,KR,1,drama,36,a new leaf
One Child,SHOW,2014,51,1.0,6.6,329.0,2.171,6.3,GB,2,drama,29,one child
Tenkai Knights,SHOW,2013,22,1.0,6.7,94.0,3.959,10.0,CA,2,animation,9,tenkai knights
Future Card Buddyfight,SHOW,2014,24,6.0,6.6,58.0,7.813,8.5,JP,1,animation,6,future card buddyfight
My Kitchen Rules New Zealand,SHOW,2014,48,3.0,7.1,31.0,1.05,10.0,NZ,1,reality,-1,my kitchen rules new zealand
Istrebiteli,SHOW,2013,43,1.0,7.5,121.0,2.377,6.0,RU,1,drama,-1,istrebiteli
Flower Boy Next Door,SHOW,2013,47,1.0,7.2,1647.0,15.557,8.4,KR,1,comedy,24,flower boy next door
Space Racers,SHOW,2014,19,2.0,7.3,82.0,1.36,7.5,US,1,animation,22,space racers
Better Call Saul,SHOW,2015,49,6.0,8.8,404920.0,352.657,8.5,US,1,comedy,1,better call saul
Billions,SHOW,2016,57,6.0,8.4,91287.0,73.795,7.7,US,1,drama,10,billions
Bosch,SHOW,2015,46,7.0,8.5,64854.0,63.676,8.0,US,1,crime,16,bosch
Animal Kingdom,SHOW,2016,49,6.0,8.2,33214.0,24.672,7.7,US,1,drama,10,animal kingdom
The Expanse,SHOW,2015,42,6.0,8.5,146651.0,47.209,8.0,US,1,drama,10,the expanse
Mr. Robot,SHOW,2015,49,4.0,8.6,373828.0,78.61,8.2,US,1,crime,16,mr. robot
Ash vs Evil Dead,SHOW,2015,30,3.0,8.4,70087.0,50.633,7.7,US,1,action,17,ash vs evil dead
Fleabag,SHOW,2016,25,2.0,8.7,139749.0,21.917,8.2,GB,1,drama,29,fleabag
The Night Manager,SHOW,2016,60,1.0,8.1,86638.0,20.901,7.9,GB,1,drama,29,the night manager
Unforgotten,SHOW,2015,56,4.0,8.4,21087.0,11.583,8.0,GB,1,crime,38,unforgotten
Preacher,SHOW,2016,44,4.0,7.9,73444.0,25.698,7.5,US,1,scifi,2,preacher
Poldark,SHOW,2015,58,5.0,8.3,30619.0,24.196,7.9,GB,1,drama,29,poldark
The Man in the High Castle,SHOW,2015,55,4.0,8.0,96965.0,84.623,7.5,US,1,drama,10,the man in the high castle
Travel Man: 48 Hours in...,SHOW,2015,25,11.0,8.2,2590.0,13.58,7.2,GB,1,comedy,0,travel man: 48 hours in...
River,SHOW,2015,55,1.0,8.0,23031.0,13.19,7.6,GB,1,crime,38,river
Patriot,SHOW,2015,40,2.0,8.3,14185.0,22.047,7.8,US,1,drama,10,patriot
Goliath,SHOW,2016,52,4.0,8.2,46756.0,39.428,7.7,US,1,drama,10,goliath
The Durrells,SHOW,2016,46,4.0,8.2,10827.0,16.856,7.5,GB,1,drama,29,the durrells
Humans,SHOW,2015,47,3.0,7.9,39363.0,27.075,7.5,GB,1,drama,29,humans
Victoria,SHOW,2016,52,3.0,8.2,26086.0,18.152,7.2,GB,1,drama,29,victoria
Life in Pieces,SHOW,2015,21,4.0,8.0,14905.0,18.488,7.0,US,1,comedy,1,life in pieces
The Exorcist,SHOW,2016,43,2.0,7.9,28131.0,41.816,7.3,US,1,drama,10,the exorcist
Catastrophe,SHOW,2015,25,4.0,8.2,18735.0,9.477,7.6,GB,1,comedy,0,catastrophe
Flesh and Bone,SHOW,2015,60,1.0,7.9,10626.0,15.595,7.0,US,1,drama,10,flesh and bone
Sneaky Pete,SHOW,2015,49,3.0,8.1,35460.0,32.989,7.7,US,1,drama,10,sneaky pete
Mary Beard's Ultimate Rome: Empire Without Limit,SHOW,2016,59,1.0,7.8,239.0,1.798,7.3,GB,1,documentation,41,mary beard's ultimate rome: empire without limit
The Royals,SHOW,2015,43,4.0,7.6,11967.0,12.683,7.3,US,1,drama,10,the royals
The Grand Tour,SHOW,2016,66,4.0,8.7,72005.0,20.619,7.8,GB,1,reality,14,the grand tour
Deep Water,SHOW,2016,27,1.0,6.8,3653.0,5.328,6.8,AU,1,drama,11,deep water
Cuffs,SHOW,2015,57,1.0,7.3,1735.0,6.104,7.1,GB,1,drama,29,cuffs
The Tick,SHOW,2016,26,2.0,7.4,17719.0,27.174,7.0,US,1,scifi,2,the tick
Delicious,SHOW,2016,41,3.0,7.0,1786.0,6.477,6.9,GB,1,drama,29,delicious
One Mississippi,SHOW,2016,27,2.0,7.4,3897.0,3.586,7.5,US,1,drama,10,one mississippi
The Beautiful Lie,SHOW,2015,56,1.0,7.3,1181.0,3.998,5.3,AU,1,drama,11,the beautiful lie
Good Girls Revolt,SHOW,2015,51,1.0,8.2,5769.0,7.481,7.2,US,1,drama,10,good girls revolt
Z: The Beginning of Everything,SHOW,2015,30,1.0,7.0,4183.0,8.985,7.4,US,1,drama,10,z: the beginning of everything
I Love Dick,SHOW,2016,26,1.0,6.2,4389.0,5.782,5.8,US,1,comedy,1,i love dick
The Making of The Mob,SHOW,2015,43,2.0,7.9,2394.0,9.099,6.6,US,1,drama,10,the making of the mob
Roadkill Garage,SHOW,2016,27,6.0,8.3,53.0,4.771,10.0,US,1,documentation,26,roadkill garage
Landscape Artist of the Year,SHOW,2015,46,3.0,8.2,95.0,13.798,7.5,GB,1,reality,14,landscape artist of the year
Crayon Shin-chan Spin-off,SHOW,2016,8,4.0,7.4,51.0,15.764,10.0,JP,1,comedy,23,crayon shin-chan spin-off
Mad Dogs,SHOW,2015,55,1.0,7.5,8422.0,7.925,6.7,US,1,drama,10,mad dogs
Buzzfeed Unsolved: True Crime,SHOW,2016,21,8.0,8.8,1557.0,7.134,8.2,US,1,crime,16,buzzfeed unsolved: true crime
